transaction_id,transaction_date,card_number,card_type,merchant_name,merchant_category,merchant_state,merchant_city,transaction_status,transaction_amount,merchant_category_code,fraud_flag,cardholder_name,items,prices
QS71DW-FG2D-W3EBV2,2023-06-25 11:30,4294590917143700,visa,Subway,Fast Food,Oregon,Salem,Successful,6.59,MCC 5814,0,Matthew Larson,['Italian BMT'],[6.59]
QO27QK-ZWXF-LV757N,2023-04-21 07:02,4007475565111035,visa,Subway,Fast Food,Wyoming,Casper,Successful,6.59,MCC 5814,0,Tracy Diaz,['Italian BMT'],[6.59]
BQ5HAI-GEZC-F7ZGYN,2023-06-19 20:03,4498879989434327,visa,Subway,Fast Food,Indiana,Fort Wayne,Pending,6.59,MCC 5814,0,Andrew Dennis,['Italian BMT'],[6.59]
5OETLW-MH0J-845L1G,2023-01-31 11:00,4413468989899861,visa,Subway,Fast Food,Nevada,Henderson,Pending,6.59,MCC 5814,0,Karen Russell,['Italian BMT'],[6.59]
XFBQ86-6RQQ-KAQ29S,2023-06-21 10:26,4493493359548032,visa,Subway,Fast Food,Delaware,Dover,Declined,6.59,MCC 5814,0,Monica Cohen,['Italian BMT'],[6.59]
VA7EK6-YKLL-VVT08Y,2023-03-12 21:33,4392295500536911,visa,Subway,Fast Food,Connecticut,New Haven,Pending,6.59,MCC 5814,0,Barbara Walker,['Italian BMT'],[6.59]
LC253N-UYQK-MMTXLG,2023-01-01 07:21,4965098282009009,visa,Subway,Fast Food,Nebraska,Omaha,Successful,6.59,MCC 5814,1,Dustin Le,['Italian BMT'],[6.59]
BRCVRN-P7I5-IBWL5X,2023-04-21 22:03,4383175553083246,visa,Subway,Fast Food,Rhode Island,Providence,Successful,6.59,MCC 5814,0,Brittany Holland,['Italian BMT'],[6.59]
WK8ZF8-WE2R-P0E8XH,2023-06-29 07:37,4518571573341853,visa,Subway,Fast Food,New Hampshire,Manchester,Pending,6.59,MCC 5814,0,Daniel Powell,['Italian BMT'],[6.59]
LS1XMA-J8FW-F6RUA9,2023-04-30 10:52,4378283762321436,visa,Subway,Fast Food,Iowa,Des Moines,Pending,6.59,MCC 5814,0,Kevin Murphy,['Italian BMT'],[6.59]
IA1OOQ-YM9F-YO3CT6,2023-06-23 13:40,4641135157122715,visa,Subway,Fast Food,Indiana,Fort Wayne,Successful,6.59,MCC 5814,0,Monica Cohen,['Italian BMT'],[6.59]
2TYJ3X-2JLK-SD890V,2023-02-26 22:27,4026599612394356,visa,Subway,Fast Food,Massachusetts,Boston,Successful,6.59,MCC 5814,0,Laura Johnson,['Italian BMT'],[6.59]
QSO706-0GT3-GHN1KF,2023-06-06 19:11,4126132339526636,visa,Subway,Fast Food,Ohio,Columbus,Successful,13.08,MCC 5814,0,Steven Rodriguez,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
QLF5G8-J6UG-KYT8IB,2023-02-25 14:09,4062318086226902,visa,Subway,Fast Food,Tennessee,Nashville,Pending,6.59,MCC 5814,0,Brenda Reyes,['Italian BMT'],[6.59]
5PDW9N-GSYV-FO6DRM,2023-05-10 23:40,4684291583443346,visa,Subway,Fast Food,New Mexico,Albuquerque,Pending,6.59,MCC 5814,0,Kathleen Osborne,['Italian BMT'],[6.59]
08UCW2-PKVT-N3I3H1,2023-05-23 23:16,4906005399922240,visa,Subway,Fast Food,Nebraska,Omaha,Declined,6.59,MCC 5814,0,Roy Armstrong,['Italian BMT'],[6.59]
WYFS3F-B587-2NG6MX,2023-06-18 10:21,4036186183722211,visa,Subway,Fast Food,Georgia,Augusta,Declined,6.59,MCC 5814,0,Kyle Baldwin,['Italian BMT'],[6.59]
Z0AI8Z-GIPK-SF5L39,2023-05-11 13:12,4596108239269544,visa,Subway,Fast Food,Nebraska,Omaha,Declined,6.59,MCC 5814,0,Roy Armstrong,['Italian BMT'],[6.59]
IBIYXR-HHWG-PJ5FEU,2023-06-06 07:48,4473991021030150,visa,Subway,Fast Food,New Jersey,Newark,Successful,6.59,MCC 5814,0,Jonathan Jones,['Italian BMT'],[6.59]
2QP844-AKV5-HAZDNP,2023-06-29 18:47,4787778711935645,visa,Subway,Fast Food,Maryland,Baltimore,Declined,6.59,MCC 5814,0,Justin Parker,['Italian BMT'],[6.59]
X2O485-39HH-6FRVC9,2023-04-17 20:04,4722568378185271,visa,Subway,Fast Food,California,San Diego,Declined,19.07,MCC 5814,0,Benjamin Little,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara']","[6.59, 6.49, 5.99]"
R5I9VW-GKU5-W8Y1GX,2023-05-22 15:01,4554088660259828,visa,Subway,Fast Food,Hawaii,Honolulu,Pending,6.59,MCC 5814,0,Monica Cohen,['Italian BMT'],[6.59]
RV4ZYX-3OG0-B83C02,2023-05-05 15:14,4093558238589177,visa,Subway,Fast Food,New Hampshire,Manchester,Pending,6.59,MCC 5814,0,Roy Armstrong,['Italian BMT'],[6.59]
Y1S0DG-0CL2-5K702M,2023-02-06 12:29,4184802801680330,visa,Subway,Fast Food,Delaware,Dover,Successful,6.59,MCC 5814,0,Brent Hess,['Italian BMT'],[6.59]
YMZV0B-JJ6D-MIZ4F3,2023-03-14 17:42,4060773862836294,visa,Subway,Fast Food,Virginia,Virginia Beach,Successful,13.08,MCC 5814,0,Christine Schneider,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
DTBW0L-QV10-ZBPF97,2023-01-20 21:33,4562285368985734,visa,Subway,Fast Food,New Jersey,Jersey City,Successful,6.59,MCC 5814,0,Karen Russell,['Italian BMT'],[6.59]
ETYAK9-8DBM-MYRVVD,2023-06-28 09:53,4490628747256300,visa,Subway,Fast Food,Delaware,Dover,Pending,6.59,MCC 5814,0,Karen Fletcher,['Italian BMT'],[6.59]
QIYCFO-KUSZ-3SW5DA,2023-06-26 12:02,4944409823506302,visa,Subway,Fast Food,New York,New York,Declined,19.07,MCC 5814,0,Kevin Murphy,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara']","[6.59, 6.49, 5.99]"
0RY93N-8S78-WYLGGK,2023-02-27 19:33,4889193009420655,visa,Subway,Fast Food,Nebraska,Lincoln,Pending,6.59,MCC 5814,0,Mia Lopez,['Italian BMT'],[6.59]
I9DBG5-2JZA-SPV490,2023-03-21 19:25,4933813409228780,visa,Subway,Fast Food,Arkansas,Fort Smith,Declined,6.59,MCC 5814,0,Jessica Davis,['Italian BMT'],[6.59]
7I1TV9-NN9M-4EFUI6,2023-05-15 17:02,4903577883363548,visa,Subway,Fast Food,Minnesota,Saint Paul,Successful,6.59,MCC 5814,0,Samuel Williams,['Italian BMT'],[6.59]
93U476-W6H4-1KBW4I,2023-04-13 07:04,4577535795992536,visa,Subway,Fast Food,Alabama,Montgomery,Declined,6.59,MCC 5814,0,Mark Sanchez,['Italian BMT'],[6.59]
Z4LMBP-707V-BF4GRH,2023-06-29 22:57,4483176241819479,visa,Subway,Fast Food,Arkansas,Little Rock,Successful,6.59,MCC 5814,0,Lance Sanchez,['Italian BMT'],[6.59]
AWIJQE-FK9B-QJCW55,2023-06-12 20:34,4654353247568581,visa,Subway,Fast Food,Wisconsin,Milwaukee,Pending,6.59,MCC 5814,0,Michelle Terry,['Italian BMT'],[6.59]
Q8ORDQ-0LWL-PU9P09,2023-05-07 23:45,4431063308699627,visa,Subway,Fast Food,Connecticut,New Haven,Pending,6.59,MCC 5814,0,Christopher Cox,['Italian BMT'],[6.59]
YO8N9A-KNN0-9RMP2C,2023-05-28 09:59,4532365890236140,visa,Subway,Fast Food,Kansas,Wichita,Pending,6.59,MCC 5814,0,Jessica Davis,['Italian BMT'],[6.59]
SB47J5-PKGV-KRP1HX,2023-02-16 05:24,4172335737012975,visa,Subway,Fast Food,Kentucky,Louisville,Declined,6.59,MCC 5814,0,Shelley Lang DVM,['Italian BMT'],[6.59]
1J4OYL-SX8A-JS937G,2023-05-02 16:39,4020787698715117,visa,Subway,Fast Food,Maryland,Columbia,Pending,6.59,MCC 5814,0,Jake Meyer,['Italian BMT'],[6.59]
68Y5VU-8VXL-CC6N8U,2023-01-12 19:17,4405705188859471,visa,Subway,Fast Food,Florida,Jacksonville,Pending,19.07,MCC 5814,0,Amanda Keith,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara']","[6.59, 6.49, 5.99]"
ZMBV0O-RL12-7UHQLI,2023-02-20 21:47,4090619060732427,visa,Subway,Fast Food,Maryland,Baltimore,Successful,6.59,MCC 5814,0,Karen Fletcher,['Italian BMT'],[6.59]
3SAIHB-JFMR-QOQC85,2023-04-29 20:51,4929757236329251,visa,Subway,Fast Food,Iowa,Des Moines,Successful,13.08,MCC 5814,0,Tracy Diaz,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
N3P65F-6UZO-4Y37MC,2023-01-15 17:14,4527205829019240,visa,Subway,Fast Food,California,Los Angeles,Successful,26.06,MCC 5814,0,Michelle Terry,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara', 'Subway Club']","[6.59, 6.49, 5.99, 6.99]"
JJTT4S-BPR1-6J0OVD,2023-01-10 06:15,4104692702843617,visa,Subway,Fast Food,Massachusetts,Worcester,Successful,6.59,MCC 5814,0,Barbara Walker,['Italian BMT'],[6.59]
G5Z7ML-W02W-NNCYY2,2023-03-29 10:22,4536279564913569,visa,Subway,Fast Food,Illinois,Chicago,Declined,6.59,MCC 5814,0,Alyssa Rollins,['Italian BMT'],[6.59]
24NEWO-T0V7-9VEGVW,2023-03-25 14:31,4831634262364147,visa,Subway,Fast Food,Hawaii,Honolulu,Successful,6.59,MCC 5814,0,Shelley Lang DVM,['Italian BMT'],[6.59]
61HBYW-D4R5-UW6CPB,2023-05-23 18:56,5308855046754078,mastercard,Subway,Fast Food,Kansas,Wichita,Pending,13.08,MCC 5814,0,Shelley Lang DVM,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
NFYAZ9-9HC4-LLT2PT,2023-04-15 16:44,5122385614454186,mastercard,Subway,Fast Food,Mississippi,Gulfport,Declined,6.59,MCC 5814,0,Michelle Terry,['Italian BMT'],[6.59]
II9W5W-TSD4-4YA4FN,2023-03-04 16:23,2358704236191707,mastercard,Subway,Fast Food,Texas,Houston,Successful,13.08,MCC 5814,0,Patrick Pollard Jr.,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
O2W2OG-J0LP-GJ3O11,2023-03-26 18:33,2716023844061252,mastercard,Subway,Fast Food,North Dakota,Fargo,Successful,6.59,MCC 5814,0,Jake Meyer,['Italian BMT'],[6.59]
8I9656-DYB5-H6UHRL,2023-01-10 13:43,5203929582861559,mastercard,Subway,Fast Food,South Carolina,North Charleston,Successful,6.59,MCC 5814,0,Alyssa Rollins,['Italian BMT'],[6.59]
Z33UXJ-5MQW-4GE7Q4,2023-01-05 21:17,2361613384739198,mastercard,Subway,Fast Food,Oklahoma,Oklahoma City,Pending,6.59,MCC 5814,0,Michele Carter,['Italian BMT'],[6.59]
3SCAJ0-LJ92-DJ7ERL,2023-03-26 14:37,2518642126612191,mastercard,Subway,Fast Food,Pennsylvania,Philadelphia,Pending,13.08,MCC 5814,1,Dustin Le,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
MN5LPZ-TAP5-T65W6P,2023-03-28 13:42,2720136807615684,mastercard,Subway,Fast Food,Maine,Lewiston,Successful,6.59,MCC 5814,0,Hector Parker,['Italian BMT'],[6.59]
66SONK-HQZI-4A70WD,2023-03-24 21:39,2521182640842490,mastercard,Subway,Fast Food,California,San Diego,Successful,19.07,MCC 5814,0,William Holmes,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara']","[6.59, 6.49, 5.99]"
OD0TCX-W690-DNDK9F,2023-01-16 21:24,5263771961586150,mastercard,Subway,Fast Food,New York,Buffalo,Successful,6.59,MCC 5814,0,Ariel Gilmore,['Italian BMT'],[6.59]
VZS01N-5ZRJ-K97EVR,2023-03-16 05:56,5493532128027591,mastercard,Subway,Fast Food,Kansas,Overland Park,Declined,6.59,MCC 5814,0,Betty Hurley,['Italian BMT'],[6.59]
XP9SZG-HVZU-9PSYUV,2023-04-24 06:20,2277612569584570,mastercard,Subway,Fast Food,Maine,Lewiston,Pending,6.59,MCC 5814,0,Kevin Murphy,['Italian BMT'],[6.59]
26XFQW-672Q-JF2W31,2023-05-08 10:35,2705944051928037,mastercard,Subway,Fast Food,South Carolina,Columbia,Declined,6.59,MCC 5814,0,Jordan Stevens,['Italian BMT'],[6.59]
C19BD6-ZC1X-RBQFZJ,2023-04-27 18:54,2710824115886673,mastercard,Subway,Fast Food,Arkansas,Fort Smith,Declined,6.59,MCC 5814,0,Jessica Davis,['Italian BMT'],[6.59]
25GW72-IF6K-4ZCUCV,2023-06-20 17:38,2707462161270032,mastercard,Subway,Fast Food,Alaska,Fairbanks,Declined,6.59,MCC 5814,0,Jonathan Jones,['Italian BMT'],[6.59]
MLQO9S-9ZZV-75LE0R,2023-06-10 21:19,5115804416768642,mastercard,Subway,Fast Food,Pennsylvania,Pittsburgh,Successful,6.59,MCC 5814,0,Jordan Stevens,['Italian BMT'],[6.59]
N2YKEJ-WXH7-VAXMHS,2023-05-03 06:09,2234818557885976,mastercard,Subway,Fast Food,Wyoming,Cheyenne,Declined,6.59,MCC 5814,0,Kevin Murphy,['Italian BMT'],[6.59]
JJACHJ-B8EY-7CFD6L,2023-03-29 16:31,2619913036095928,mastercard,Subway,Fast Food,Iowa,Des Moines,Declined,6.59,MCC 5814,0,William Holmes,['Italian BMT'],[6.59]
C1XFE3-L1IQ-AVOHET,2023-01-09 23:32,2267787420143410,mastercard,Subway,Fast Food,West Virginia,Charleston,Pending,6.59,MCC 5814,0,Timothy Summers,['Italian BMT'],[6.59]
KRF5T7-XFLU-I4IV3O,2023-05-31 07:38,2223489465000455,mastercard,Subway,Fast Food,Washington,Seattle,Declined,6.59,MCC 5814,0,Chris Cannon,['Italian BMT'],[6.59]
P5XUX9-V18V-O0EI1F,2023-05-21 15:48,2226845364080681,mastercard,Subway,Fast Food,Maine,Portland,Successful,6.59,MCC 5814,0,Michele Carter,['Italian BMT'],[6.59]
MTGSQL-UGG7-SY64FO,2023-03-21 19:30,2243331898480662,mastercard,Subway,Fast Food,Alabama,Birmingham,Successful,6.59,MCC 5814,0,Jonathan Jones,['Italian BMT'],[6.59]
8V7QZM-77NA-ZLLGBN,2023-05-25 18:15,5317642461308492,mastercard,Subway,Fast Food,Alabama,Birmingham,Successful,6.59,MCC 5814,0,Roy Armstrong,['Italian BMT'],[6.59]
A6413X-84NG-9DY5I0,2023-02-07 17:46,5343981432447403,mastercard,Subway,Fast Food,Florida,Miami,Successful,13.08,MCC 5814,1,Benjamin Little,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
83Z08Y-PZAZ-6ENUWH,2023-04-20 21:39,2492481434738848,mastercard,Subway,Fast Food,Vermont,Burlington,Pending,6.59,MCC 5814,0,Ms. Caitlyn Schaefer,['Italian BMT'],[6.59]
ZVAPWZ-O47C-QRWPC5,2023-06-24 22:46,2458112349515250,mastercard,Subway,Fast Food,Wyoming,Casper,Successful,6.59,MCC 5814,0,Brent Hess,['Italian BMT'],[6.59]
OMOQ2N-S5S3-OMBFSV,2023-05-31 19:15,2221448885629048,mastercard,Subway,Fast Food,California,Los Angeles,Successful,32.050000000000004,MCC 5814,0,Elizabeth Wright,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara', 'Subway Club', 'Turkey Breast']","[6.59, 6.49, 5.99, 6.99, 5.99]"
DTAKSI-5L29-3NM6H2,2023-02-27 14:43,5158801880764923,mastercard,Subway,Fast Food,Utah,Salt Lake City,Declined,6.59,MCC 5814,0,Lance Sanchez,['Italian BMT'],[6.59]
NXAMVE-3IPE-1WD43B,2023-04-03 18:21,2238586335491799,mastercard,Subway,Fast Food,Utah,Salt Lake City,Declined,6.59,MCC 5814,0,Lance Sanchez,['Italian BMT'],[6.59]
0MBEXI-7IQA-S0468V,2023-03-03 14:24,2234428881395930,mastercard,Subway,Fast Food,Oklahoma,Oklahoma City,Successful,6.59,MCC 5814,0,Christopher Cox,['Italian BMT'],[6.59]
BFFBVF-CCQZ-YY5MQY,2023-01-01 23:41,2564726690165042,mastercard,Subway,Fast Food,Connecticut,Bridgeport,Successful,6.59,MCC 5814,0,Jonathan Jones,['Italian BMT'],[6.59]
1BAD2D-SBKO-UEMT8R,2023-06-27 22:15,5349146124416603,mastercard,Subway,Fast Food,New Hampshire,Manchester,Pending,6.59,MCC 5814,0,Natalie Moore,['Italian BMT'],[6.59]
MD1LGJ-GHGJ-66B8QV,2023-01-23 13:28,2281370042898976,mastercard,Subway,Fast Food,New Jersey,Jersey City,Successful,6.59,MCC 5814,0,Marie Flores,['Italian BMT'],[6.59]
GMFGZU-HMRM-UTIWQM,2023-04-24 07:13,2596839296932145,mastercard,Subway,Fast Food,New Mexico,Rio Rancho,Successful,6.59,MCC 5814,0,Larry Shields,['Italian BMT'],[6.59]
U79FVX-HXUC-7DWBWX,2023-02-15 10:34,5364271732738568,mastercard,Subway,Fast Food,Georgia,Atlanta,Declined,6.59,MCC 5814,1,Timothy Ruiz,['Italian BMT'],[6.59]
QQRSL6-OQVR-K9JI7X,2023-05-03 08:35,2234726617048727,mastercard,Subway,Fast Food,Texas,Houston,Declined,19.07,MCC 5814,0,Samuel Williams,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara']","[6.59, 6.49, 5.99]"
QH2SS9-1NQX-JE2KST,2023-02-06 10:57,2252917386640847,mastercard,Subway,Fast Food,South Carolina,North Charleston,Declined,6.59,MCC 5814,0,Karen Russell,['Italian BMT'],[6.59]
WD1MUK-XOJ6-IF36YH,2023-04-08 15:42,5290254937138015,mastercard,Subway,Fast Food,Maine,Lewiston,Pending,6.59,MCC 5814,0,Mia Lopez,['Italian BMT'],[6.59]
EPUF0I-FCZI-0V8WKE,2023-05-21 22:54,2707097704529864,mastercard,Subway,Fast Food,Ohio,Cleveland,Successful,13.08,MCC 5814,0,Steven Rodriguez,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
BFV573-9DXW-SSACOF,2023-01-26 15:12,2254415085349800,mastercard,Subway,Fast Food,Missouri,Kansas City,Successful,6.59,MCC 5814,0,Barbara Walker,['Italian BMT'],[6.59]
6HA0X8-FVQR-GWE2XN,2023-06-17 16:27,5185271070548667,mastercard,Subway,Fast Food,Alabama,Birmingham,Declined,6.59,MCC 5814,0,Jonathan Jones,['Italian BMT'],[6.59]
8KXPNB-IHGA-2UWQTP,2023-05-07 13:49,2714540133308187,mastercard,Subway,Fast Food,West Virginia,Huntington,Declined,6.59,MCC 5814,0,Kevin Murphy,['Italian BMT'],[6.59]
GVIS7B-XTQ5-VBLUYR,2023-04-16 23:12,2719292516088714,mastercard,Subway,Fast Food,Arkansas,Fort Smith,Pending,6.59,MCC 5814,0,Eric Perez,['Italian BMT'],[6.59]
XX9B7B-V3I5-XBNIKN,2023-05-20 09:23,2254227251440267,mastercard,Subway,Fast Food,Colorado,Colorado Springs,Declined,6.59,MCC 5814,0,Lance Sanchez,['Italian BMT'],[6.59]
Z5A5U1-TPHK-25114I,2023-02-01 22:01,2425601741892127,mastercard,Subway,Fast Food,Pennsylvania,Philadelphia,Pending,13.08,MCC 5814,0,Samuel Williams,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
5NAXR9-2WO9-E2T3V4,2023-03-21 20:03,5451073886930429,mastercard,Subway,Fast Food,New Hampshire,Manchester,Successful,6.59,MCC 5814,0,Natalie Moore,['Italian BMT'],[6.59]
4CG2ND-6Q8M-X3ZSS9,2023-05-06 10:14,2222574352275079,mastercard,Subway,Fast Food,Michigan,Detroit,Pending,6.59,MCC 5814,0,Brenda Reyes,['Italian BMT'],[6.59]
LX9P53-014F-6VVDOR,2023-04-27 13:13,2617294281654467,mastercard,Subway,Fast Food,Idaho,Boise City,Declined,6.59,MCC 5814,0,Amanda Patel,['Italian BMT'],[6.59]
NMIWG4-0HCQ-NZXY4W,2023-06-27 18:27,2684649178267087,mastercard,Subway,Fast Food,California,San Diego,Pending,32.050000000000004,MCC 5814,0,Michele Carter,"['Italian BMT', 'Oven Roasted Chicken', 'Meatball Marinara', 'Subway Club', 'Turkey Breast']","[6.59, 6.49, 5.99, 6.99, 5.99]"
JCNG9R-N50R-XAS1IW,2023-05-19 15:45,2231180588185436,mastercard,Subway,Fast Food,Iowa,Des Moines,Declined,6.59,MCC 5814,0,Matthew Larson,['Italian BMT'],[6.59]
SPGCOM-PFXC-R12K5F,2023-06-04 15:56,2542936718785450,mastercard,Subway,Fast Food,Hawaii,Pearl City,Pending,6.59,MCC 5814,0,Matthew Larson,['Italian BMT'],[6.59]
PFR1BV-NUWR-MPJ2UT,2023-03-10 05:39,5247367325892359,mastercard,Subway,Fast Food,Montana,Billings,Successful,6.59,MCC 5814,0,Jordan Stevens,['Italian BMT'],[6.59]
H94ROY-X70B-T9KLZI,2023-05-21 10:08,2227655604787154,mastercard,Subway,Fast Food,North Carolina,Charlotte,Successful,6.59,MCC 5814,0,Sherri Wagner,['Italian BMT'],[6.59]
GP2STY-AKIW-TG2KH8,2023-02-20 22:26,2276606341308770,mastercard,Subway,Fast Food,Oklahoma,Tulsa,Successful,6.59,MCC 5814,0,Steven Blair,['Italian BMT'],[6.59]
7T5IJK-YD9S-1HF55H,2023-03-19 17:02,2288600263440774,mastercard,Subway,Fast Food,New Jersey,Jersey City,Successful,6.59,MCC 5814,0,Jake Meyer,['Italian BMT'],[6.59]
BEZJ93-ZVSB-1XYR5A,2023-03-13 07:44,2224120268090778,mastercard,Subway,Fast Food,Pennsylvania,Philadelphia,Pending,13.08,MCC 5814,0,Bryan Perry,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
H1ZGIX-M1IL-9MTNAL,2023-03-17 16:51,5196267001964038,mastercard,Subway,Fast Food,North Carolina,Raleigh,Successful,6.59,MCC 5814,0,Samuel Williams,['Italian BMT'],[6.59]
UMBL9D-RBHY-VRZ4MI,2023-03-27 06:30,2279680303033657,mastercard,Subway,Fast Food,Maryland,Columbia,Declined,6.59,MCC 5814,0,Steven Blair,['Italian BMT'],[6.59]
8U4OGQ-MCHU-LV3FC8,2023-04-30 15:12,5510510615476538,mastercard,Subway,Fast Food,Rhode Island,Providence,Declined,6.59,MCC 5814,0,Larry Shields,['Italian BMT'],[6.59]
G264D3-W7SU-WW6U2I,2023-02-20 13:34,2238463159772615,mastercard,Subway,Fast Food,Pennsylvania,Philadelphia,Successful,6.59,MCC 5814,1,Sarah Hoffman,['Italian BMT'],[6.59]
9PX5RU-LIWY-M8QMHX,2023-04-29 21:21,2260306294216124,mastercard,Subway,Fast Food,New Mexico,Rio Rancho,Successful,6.59,MCC 5814,0,Steven Blair,['Italian BMT'],[6.59]
1E12ZG-KE9K-6AIU23,2023-01-17 17:49,5498822463952452,mastercard,Subway,Fast Food,Colorado,Colorado Springs,Pending,6.59,MCC 5814,0,Kathleen Osborne,['Italian BMT'],[6.59]
RWM0LN-AM3I-LMFY2E,2023-02-06 12:02,2247480918522767,mastercard,Subway,Fast Food,Minnesota,Saint Paul,Successful,6.59,MCC 5814,0,Laura Johnson,['Italian BMT'],[6.59]
FRQB33-ZCTK-KXD73B,2023-05-19 23:55,2252978390425211,mastercard,Subway,Fast Food,Minnesota,Saint Paul,Pending,6.59,MCC 5814,1,Dustin Le,['Italian BMT'],[6.59]
XC6GOU-6VGJ-GLO72A,2023-03-27 21:43,5298350462875419,mastercard,Subway,Fast Food,Oklahoma,Oklahoma City,Pending,6.59,MCC 5814,0,Chris Cannon,['Italian BMT'],[6.59]
Q6SYPT-JZC2-1WU3GS,2023-01-16 10:56,2248632305444695,mastercard,Subway,Fast Food,Idaho,Boise City,Pending,6.59,MCC 5814,0,Tammy Bell,['Italian BMT'],[6.59]
MP9MHL-93ZH-3QWKO6,2023-05-07 08:19,2407175972856863,mastercard,Subway,Fast Food,Louisiana,Baton Rouge,Pending,6.59,MCC 5814,0,Christopher Cox,['Italian BMT'],[6.59]
6GPS42-9SLD-1BPKS6,2023-03-15 05:23,5356685065618503,mastercard,Subway,Fast Food,Massachusetts,Worcester,Declined,6.59,MCC 5814,0,Elizabeth Wright,['Italian BMT'],[6.59]
5XAJ3L-CGNF-RERQZU,2023-03-30 19:37,2279344457909556,mastercard,Subway,Fast Food,Oregon,Portland,Successful,6.59,MCC 5814,0,Crystal Warner,['Italian BMT'],[6.59]
IG8UQO-NOVW-V9HMMQ,2023-03-12 21:45,5146985686763323,mastercard,Subway,Fast Food,Nebraska,Lincoln,Pending,6.59,MCC 5814,0,Michelle Clark,['Italian BMT'],[6.59]
DJ3HEU-O4ZM-WDR4I2,2023-06-18 13:43,2289292568972161,mastercard,Subway,Fast Food,South Dakota,Rapid City,Successful,6.59,MCC 5814,0,Natalie Moore,['Italian BMT'],[6.59]
B8BS31-8A5S-KD1G97,2023-02-10 22:15,2702131911355287,mastercard,Subway,Fast Food,Michigan,Grand Rapids,Declined,6.59,MCC 5814,0,George Weber,['Italian BMT'],[6.59]
9UXL2L-B4HE-DROWAZ,2023-04-11 08:18,2285143380157156,mastercard,Subway,Fast Food,Illinois,Aurora,Successful,6.59,MCC 5814,0,Barbara Walker,['Italian BMT'],[6.59]
X3N8AD-2AAG-AXUKZW,2023-04-01 21:46,5538916397450344,mastercard,Subway,Fast Food,North Carolina,Charlotte,Declined,6.59,MCC 5814,0,Jessica Davis,['Italian BMT'],[6.59]
LAUKZX-BE46-A1K2CC,2023-01-11 20:48,2594000233943636,mastercard,Subway,Fast Food,Delaware,Wilmington,Successful,6.59,MCC 5814,1,Sarah Hoffman,['Italian BMT'],[6.59]
YP81Y2-QFBJ-2NJ4TO,2023-02-14 21:41,2247278773581013,mastercard,Subway,Fast Food,New Mexico,Rio Rancho,Pending,6.59,MCC 5814,0,Christopher Cox,['Italian BMT'],[6.59]
19NHKO-I05A-5PSEC1,2023-04-30 23:02,2534746881712359,mastercard,Subway,Fast Food,Nevada,Henderson,Pending,6.59,MCC 5814,0,Marie Flores,['Italian BMT'],[6.59]
XGF4FO-6ZX9-YO51ZA,2023-01-05 23:56,5580251980073973,mastercard,Subway,Fast Food,New Hampshire,Nashua,Pending,6.59,MCC 5814,0,Ms. Caitlyn Schaefer,['Italian BMT'],[6.59]
58MOWH-9R5F-CT9RG7,2023-04-23 18:55,2703167839189621,mastercard,Subway,Fast Food,Louisiana,Baton Rouge,Declined,6.59,MCC 5814,0,Brent Hess,['Italian BMT'],[6.59]
BDUPB7-K3GM-AF90JH,2023-04-20 08:40,5389151300392942,mastercard,Subway,Fast Food,Indiana,Indianapolis,Pending,6.59,MCC 5814,0,Jessica Davis,['Italian BMT'],[6.59]
6U997A-A3ID-BE78MB,2023-05-27 05:37,2661426921426279,mastercard,Subway,Fast Food,Montana,Billings,Pending,6.59,MCC 5814,0,Ms. Caitlyn Schaefer,['Italian BMT'],[6.59]
QBCAK2-KCBQ-NMFXSZ,2023-03-16 08:50,2720818925922668,mastercard,Subway,Fast Food,West Virginia,Huntington,Declined,6.59,MCC 5814,0,Timothy Ruiz,['Italian BMT'],[6.59]
FTQ0Q6-F0TY-FU1IYH,2023-06-05 08:20,5316212424210358,mastercard,Subway,Fast Food,North Carolina,Charlotte,Successful,13.08,MCC 5814,0,Christine Schneider,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
F7LFIR-FFE3-UI14M3,2023-05-09 22:52,5150833619640569,mastercard,Subway,Fast Food,Illinois,Aurora,Declined,13.08,MCC 5814,0,Shawn Jones,"['Italian BMT', 'Oven Roasted Chicken']","[6.59, 6.49]"
