,transaction_id,transaction_date,cardholder_name,card_number,card_type,merchant_name,merchant_category,merchant_state,merchant_city,transaction_status,transaction_amount,merchant_category_code,fraud_flag
1837,BB4Q6U-MQAO-EH920G,2019-10-05 20:10:00,Stacy Walker,4199856229285992,visa,Domino's Pizza,Fast Food,New Mexico,Rio Rancho,Declined,1.7880411526006474,MCC 5814,0
1839,3QTVYQ-MSMC-S68LUS,2018-09-30 20:09:00,Joshua Moore,4390866507378598,visa,McDonald's,Fast Food,Louisiana,New Orleans,Declined,23.8203889039926,MCC 5814,0
1840,73WPAE-SOFV-EDL5Y7,2019-04-11 05:11:00,Shelley Barnes,4383297485669015,visa,McDonald's,Fast Food,Mississippi,Jackson,Declined,19.947324193506624,MCC 5814,0
1841,0QEXR4-SJMN-6S3JSX,2019-11-04 12:14:00,Belinda Andrews,4266185415845171,visa,Subway,Fast Food,Vermont,Essex,Declined,1.0721151459279186,MCC 5814,0
1842,8TKE52-EXVJ-HTIUWY,2021-10-29 11:30:00,Dana Wilson,4443737764000000,visa,McDonald's,Fast Food,Tennessee,Nashville,Pending,6.348188247479752,MCC 5814,0
1843,2K2JCS-H7DY-C91JVZ,2019-06-05 23:45:00,Roberta Bailey,4384725606956084,visa,Domino's Pizza,Fast Food,Kentucky,Lexington,Declined,5.226706476509063,MCC 5814,0
1844,FW6GIY-2DHY-1V3KK8,2019-08-01 11:58:00,Amy Walker,4948548873049287,visa,Chipotle,Fast Food,Montana,Billings,Successful,3.2136831290980195,MCC 5814,0
1845,E5M1ZY-40NU-QHV403,2021-05-11 21:49:00,Christina Moore,4253662520521991,visa,Subway,Fast Food,Missouri,Kansas City,Declined,4.231266123519647,MCC 5814,0
1846,I5MVM8-ZS20-TWN9GE,2019-01-31 19:47:00,Logan Garrett,4603263063677428,visa,Domino's Pizza,Fast Food,Vermont,Burlington,Successful,1.2903276837294475,MCC 5814,0
1847,F8SE2R-7UYP-HO439C,2018-12-26 16:19:00,Kara Herrera,4278702311922551,visa,Subway,Fast Food,Montana,Missoula,Declined,4.023236894443323,MCC 5814,0
1848,F52ZVQ-QPXN-TY6BTU,2022-07-28 08:10:00,Aaron Scott,4272140320983668,visa,Chipotle,Fast Food,Wisconsin,Milwaukee,Declined,10.46744031135714,MCC 5814,0
1849,MZ3KN9-UZAX-PVEYYH,2022-02-08 06:11:00,Scott Zavala,4234511442824138,visa,Five Guys,Fast Food,North Carolina,Charlotte,Declined,24.635952088690825,MCC 5814,0
1850,037BG5-R6D9-0EF4LZ,2019-12-31 19:57:00,Alexander Espinoza,4186803422301528,visa,Five Guys,Fast Food,South Carolina,Columbia,Pending,15.550370382959125,MCC 5814,0
1851,J616BM-X2TV-5AP9G5,2018-06-25 19:15:00,Brian Robinson,4142284266200600,visa,Subway,Fast Food,Maine,Portland,Successful,16.185210562028196,MCC 5814,0
1852,H4TP1Y-81HJ-LFN42S,2021-01-05 22:00:00,Jeremy Mcfarland,4686417614191152,visa,McDonald's,Fast Food,Idaho,Nampa,Pending,42.96333232587916,MCC 5814,0
1853,DR15CF-FGZM-N5JJX9,2018-02-09 20:10:00,Sherry Green,4882529246532744,visa,Five Guys,Fast Food,South Dakota,Sioux Falls,Pending,10.23238681312714,MCC 5814,0
1854,OPPCP2-ZVIR-WS3ZCL,2021-07-08 22:19:00,Ethan Green,4342864292921333,visa,McDonald's,Fast Food,North Carolina,Charlotte,Pending,14.522525975951323,MCC 5814,0
1855,TLDWQX-YXIL-62EO7B,2022-01-23 19:09:00,Stephanie Phillips,4875675317357369,visa,Domino's Pizza,Fast Food,New Jersey,Newark,Declined,11.3225467261016,MCC 5814,0
1856,QZ78A0-BVYT-V3XV5Q,2018-03-04 23:30:00,Gary Benson,4850418788467857,visa,Five Guys,Fast Food,Kansas,Overland Park,Declined,37.45807469524343,MCC 5814,0
1857,8WW1WV-3UR3-ASWQ3A,2018-05-02 16:56:00,Mary Salazar,4555855742848359,visa,McDonald's,Fast Food,Pennsylvania,Pittsburgh,Successful,13.467921903278867,MCC 5814,0
1858,EVKA2F-ABRM-K8430W,2021-11-23 23:58:00,Alyssa Huffman,4441900054648035,visa,Domino's Pizza,Fast Food,Nevada,Henderson,Declined,1.4681320457160614,MCC 5814,1
1859,T402HU-4X5U-QSDXQ6,2018-04-03 21:47:00,Linda Conner,4282316232537606,visa,McDonald's,Fast Food,Mississippi,Jackson,Pending,7.8113302543214225,MCC 5814,0
1860,VSX0K0-I6ZH-A8EP7P,2020-05-21 06:34:00,Mark Smith,4843311075027601,visa,Domino's Pizza,Fast Food,Michigan,Grand Rapids,Successful,5.833622498826579,MCC 5814,0
1861,OQ6ELA-SWMO-JDHQ2L,2020-05-28 18:22:00,Paul Richardson,4868676085713741,visa,Domino's Pizza,Fast Food,Arizona,Phoenix,Declined,21.76996145343909,MCC 5814,1
1862,JQIB5N-RO3S-CAE0KN,2020-10-08 06:25:00,John Wilcox,4380888529786246,visa,Chipotle,Fast Food,Virginia,Virginia Beach,Declined,10.778732567175412,MCC 5814,0
1863,SUXDAI-ES72-TDK7OZ,2023-05-26 18:47:00,Matthew Miller,4842530038623815,visa,Subway,Fast Food,Virginia,Virginia Beach,Declined,8.510485510313416,MCC 5814,0
1864,SLXTAW-4C4D-Q7USOY,2018-01-21 13:16:00,Chelsea Clark,4824953313899219,visa,Subway,Fast Food,Louisiana,Baton Rouge,Successful,42.02971227244604,MCC 5814,0
1865,7A5Q4M-MS4E-680W83,2023-08-18 07:44:00,Dr. Penny Martin,4981775748164359,visa,Domino's Pizza,Fast Food,Maine,Portland,Declined,6.389349564809463,MCC 5814,0
1866,D08RO9-8CZ6-IX8NLM,2021-03-18 14:03:00,Sandra Gallagher,4059643773980866,visa,McDonald's,Fast Food,Nebraska,Omaha,Pending,0.9270792871126232,MCC 5814,0
1867,XQ23H1-V90A-0333WJ,2019-08-08 05:12:00,Nicholas Wallace,4549446414550298,visa,Domino's Pizza,Fast Food,Missouri,Springfield,Declined,6.48453905552554,MCC 5814,0
1868,BISWRJ-HGCO-094NPF,2023-08-01 22:49:00,Renee Griffin,4845145281437818,visa,Domino's Pizza,Fast Food,Pennsylvania,Pittsburgh,Pending,28.635678609884195,MCC 5814,0
1869,ORW31N-MMFP-8YDDT4,2021-10-26 14:05:00,Kristen Christensen,4514719285904369,visa,McDonald's,Fast Food,Connecticut,Bridgeport,Declined,16.727581137058937,MCC 5814,0
1870,DV5BEZ-22B4-Z0UA1X,2022-12-12 23:33:00,James Carroll,4181483192673367,visa,Five Guys,Fast Food,New Hampshire,Manchester,Successful,11.446576357140575,MCC 5814,0
1871,80WM4O-02H3-BTWR7O,2019-09-29 14:28:00,Edward Diaz PhD,4228509071517526,visa,Five Guys,Fast Food,Alabama,Montgomery,Pending,23.28429869499405,MCC 5814,0
1872,PF57HC-HWJM-TYIT8V,2021-03-12 08:57:00,Jonathan Simpson,4280501222175168,visa,Five Guys,Fast Food,Oklahoma,Tulsa,Declined,9.90388141679465,MCC 5814,0
1873,FCRKWP-LMSV-9VD57E,2020-04-01 23:22:00,Nicole Scott,4681445698368326,visa,McDonald's,Fast Food,Mississippi,Jackson,Declined,30.40133820819809,MCC 5814,0
1874,OKPKZ3-FPXK-ULP9BG,2018-08-15 20:14:00,Christopher Smith,4397872802629258,visa,Subway,Fast Food,Alabama,Montgomery,Pending,3.8348231983292784,MCC 5814,1
1875,SKAJBS-J8SA-WFYESE,2018-02-20 05:43:00,Nathan Bell,4858839534752841,visa,Domino's Pizza,Fast Food,Georgia,Atlanta,Successful,17.45065251303334,MCC 5814,0
1876,54PEPF-7VX6-USJ305,2020-09-16 20:35:00,Heather Jones,4708538422592549,visa,McDonald's,Fast Food,Idaho,Nampa,Declined,6.855023544108468,MCC 5814,0
1877,FY6PKS-J7NJ-BXOSKM,2023-01-09 12:38:00,Kelsey Rodriguez,4594398678086390,visa,Subway,Fast Food,Kentucky,Louisville,Successful,27.119053250347,MCC 5814,1
1878,CCLJMZ-WUG0-UWP3M5,2021-09-06 12:15:00,Lisa Cantrell,4586779646894413,visa,Domino's Pizza,Fast Food,Delaware,Dover,Declined,1.2841977804666689,MCC 5814,0
1879,ZN3NI4-MK94-ZHSJ9K,2022-01-13 22:31:00,Patricia Graham,4547456757178690,visa,Subway,Fast Food,Idaho,Nampa,Declined,6.438389212011112,MCC 5814,1
1880,N4G1EO-CBRV-TNODC0,2018-08-08 20:51:00,Victoria Hill,4758263313870362,visa,Subway,Fast Food,Alaska,Fairbanks,Declined,1.1702060360265008,MCC 5814,0
1881,L0U7ZJ-2643-88XG8N,2021-09-12 11:02:00,Tyler Young,4936714854905947,visa,McDonald's,Fast Food,Arkansas,Fort Smith,Successful,7.995389410116393,MCC 5814,0
1882,TQKAQ2-6JJ7-0OHTP3,2023-08-19 20:49:00,Austin Downs,4554013219316127,visa,Five Guys,Fast Food,Texas,Houston,Declined,26.14160080091853,MCC 5814,0
1883,O8AU9N-Z8DY-FWHF67,2023-05-21 18:51:00,Sean Austin,4874630887685294,visa,Subway,Fast Food,South Dakota,Rapid City,Declined,3.600674947299722,MCC 5814,0
1884,4KJOR5-WLG2-38VUUP,2023-01-21 09:06:00,Joseph Ellis DVM,4747269332896688,visa,Subway,Fast Food,Minnesota,Minneapolis,Pending,15.171236342363132,MCC 5814,1
1885,KPBA91-0RGA-H6UK54,2023-03-05 20:53:00,Sandra Richard,4265537689482605,visa,Domino's Pizza,Fast Food,Minnesota,Minneapolis,Pending,9.66032672781617,MCC 5814,0
1886,3ZHR4N-AXIU-MXUSUV,2023-06-27 13:12:00,Laura Bradshaw,4259414028816935,visa,McDonald's,Fast Food,Alabama,Birmingham,Declined,9.29654108685886,MCC 5814,1
1887,P8NQ3A-TNMM-YW8589,2023-05-01 05:21:00,Elizabeth Wiley,4052280821178578,visa,Five Guys,Fast Food,New York,New York,Declined,15.301964293534702,MCC 5814,0
1888,LESWR8-1JCQ-S77FBX,2022-03-17 05:13:00,Christopher Underwood,4705889426082851,visa,Five Guys,Fast Food,Kentucky,Lexington,Pending,6.356494734748848,MCC 5814,0
1889,AK67IM-2L0V-SC3GUQ,2019-03-04 09:51:00,Richard Cooper PhD,4415373437039904,visa,Domino's Pizza,Fast Food,Oklahoma,Oklahoma City,Successful,5.347104794424292,MCC 5814,0
1890,8KD5LE-NO61-J2GNI6,2023-06-10 06:39:00,Sarah Bryant,4453144449356740,visa,Subway,Fast Food,Minnesota,Minneapolis,Pending,2.108671225937311,MCC 5814,0
1891,16FSXE-9944-CJ6YPF,2021-02-19 07:06:00,Natasha Ford,4288410208937678,visa,Five Guys,Fast Food,Tennessee,Knoxville,Successful,3.848758923222389,MCC 5814,1
1892,US4OJM-9TST-MEKFVJ,2020-02-23 19:15:00,Douglas Young,4339830545458287,visa,Chipotle,Fast Food,Vermont,Burlington,Pending,1.238979841983386,MCC 5814,0
1893,F2A33M-2GWS-3DM6K7,2021-10-18 20:04:00,Tanya Miller,4567361993845364,visa,Domino's Pizza,Fast Food,Maine,Portland,Pending,2.531764780652455,MCC 5814,0
1894,X92Z2R-495U-7RLQ1R,2019-05-28 14:24:00,Richard Gardner,4235793942580407,visa,McDonald's,Fast Food,West Virginia,Huntington,Successful,6.649736376679591,MCC 5814,0
1895,W7FGDN-OC6M-1IJCVC,2021-09-18 09:21:00,Thomas Welch,4952887976095935,visa,Domino's Pizza,Fast Food,New Hampshire,Manchester,Pending,7.627603556140597,MCC 5814,0
1897,7SPUJJ-19FU-5SR76A,2019-01-24 15:56:00,Rebecca Hansen,4076076706960912,visa,Chipotle,Fast Food,New Hampshire,Manchester,Pending,32.573997108366854,MCC 5814,0
1898,V3LL46-E09U-YICVNN,2023-02-07 19:52:00,Brian Young,4591274765392442,visa,Subway,Fast Food,Oklahoma,Oklahoma City,Pending,18.671728786833945,MCC 5814,0
1899,WD0DKT-L1K4-HDEVNE,2020-01-06 07:10:00,Anna Munoz,4654955469602532,visa,Five Guys,Fast Food,North Carolina,Charlotte,Successful,8.901350062335283,MCC 5814,1
1900,KOUT57-T4V6-2TRADG,2020-04-19 23:16:00,Amy Nielsen,4105798865969732,visa,Subway,Fast Food,Pennsylvania,Philadelphia,Successful,20.39801763991751,MCC 5814,0
1901,YNY78N-AI7A-MWMX6N,2023-03-15 13:05:00,Cheryl Sanders,4057179514817580,visa,McDonald's,Fast Food,California,Los Angeles,Successful,46.75,MCC 5814,0
1902,VZJEPQ-ZFBZ-QYTA8J,2018-05-12 21:18:00,Stephen Smith,4488441333998424,visa,Domino's Pizza,Fast Food,New York,New York,Successful,6.060857679357556,MCC 5814,0
1903,Z854ED-SA3J-W1GILB,2021-07-06 15:18:00,Frank Woods,4866304970504701,visa,McDonald's,Fast Food,Arkansas,Little Rock,Pending,9.068826784336508,MCC 5814,0
1904,3XUT6C-WRAT-P1QPN9,2022-10-25 09:55:00,Brian Matthews,4342296087296607,visa,Five Guys,Fast Food,California,Los Angeles,Successful,12.34,MCC 5814,1
1905,X8MX26-CXGA-6YBENW,2021-07-01 23:31:00,Julia Bridges,4621241424648872,visa,Chipotle,Fast Food,Alabama,Birmingham,Successful,7.715118608496454,MCC 5814,1
1906,4CJS78-59IU-E9L0HL,2018-12-28 13:44:00,Olivia Christensen,4776099275400733,visa,Subway,Fast Food,Texas,San Antonio,Successful,9.401603261371005,MCC 5814,0
1907,KY3FQU-JCV1-DYSH3U,2018-01-01 20:23:00,Keith Rodriguez,4050930439904524,visa,Subway,Fast Food,Wyoming,Cheyenne,Declined,1.2024561957300266,MCC 5814,0
1908,9Y7BMW-JJNJ-XT0VHJ,2020-10-19 08:06:00,Jason Johnson,4894047085333526,visa,Five Guys,Fast Food,Texas,Houston,Successful,7.635001635374161,MCC 5814,0
1909,TWVP6B-0E0U-TI1JTH,2022-06-12 07:31:00,Nathan Williams,4798769920488523,visa,Subway,Fast Food,California,Los Angeles,Declined,7.280000000000001,MCC 5814,0
1910,G5WOZA-XR68-IV9DVU,2018-09-16 05:02:00,Lawrence Villarreal,4731226761075216,visa,Subway,Fast Food,Utah,Salt Lake City,Successful,12.045963588853107,MCC 5814,0
1911,YXJ4I2-8HZW-EP1FPH,2019-07-06 18:26:00,James Parks,4775553149242193,visa,McDonald's,Fast Food,California,San Diego,Successful,40.7004,MCC 5814,0
1912,ZVVKOI-4Z9Q-IMYZYC,2019-12-16 19:54:00,Mrs. Cynthia Wright,4429872016509702,visa,Subway,Fast Food,Louisiana,New Orleans,Pending,48.422050591764105,MCC 5814,0
1913,7MAEH6-ZMA4-GX6ZAM,2021-02-07 05:22:00,Jamie Thomas,4413711517091828,visa,Chipotle,Fast Food,Utah,Salt Lake City,Successful,17.58865260957195,MCC 5814,1
1914,ZSBSK5-GJWU-XSERFM,2020-04-09 12:29:00,Julie Snyder,4385359801205805,visa,Five Guys,Fast Food,Kentucky,Lexington,Declined,34.47025785865792,MCC 5814,0
1915,992SJ1-OS6A-GWD9YV,2019-12-26 10:21:00,Thomas Williams,4996588722102094,visa,Subway,Fast Food,California,Los Angeles,Declined,0.3,MCC 5814,0
1916,V8HZ9A-BSDX-3XFMFV,2022-07-06 22:41:00,Patrick Adams,4408688584132445,visa,Subway,Fast Food,Iowa,Cedar Rapids,Pending,0.7386663230830612,MCC 5814,0
1919,NYH4TX-OOP9-EEU48E,2022-04-01 05:49:00,Douglas Andrews,4935258491905804,visa,Five Guys,Fast Food,Virginia,Virginia Beach,Successful,16.348698783437495,MCC 5814,0
1920,UBQYIE-4B41-LHR2IZ,2023-01-16 20:54:00,Alexa Romero,4141280742523152,visa,McDonald's,Fast Food,Virginia,Norfolk,Successful,8.193070116447187,MCC 5814,0
1921,THAJFA-VY2L-AHCUTN,2023-08-26 07:17:00,Benjamin Cruz,4247089343714117,visa,Chipotle,Fast Food,Virginia,Norfolk,Declined,28.40264307035025,MCC 5814,0
1922,IDMJUB-N70N-7SPGAF,2022-10-05 21:18:00,Jennifer Arnold,4108810974941747,visa,McDonald's,Fast Food,Oregon,Salem,Pending,7.538859307793004,MCC 5814,0
1923,1857W4-2OV2-GQ85HG,2019-09-09 13:50:00,Chelsea Cook,4172923084364774,visa,Subway,Fast Food,North Carolina,Raleigh,Declined,31.63443869458677,MCC 5814,0
1925,DEJL6O-P5ZX-K0QCBH,2022-02-23 11:49:00,Tonya Munoz,4618896388149277,visa,Five Guys,Fast Food,South Dakota,Rapid City,Pending,2.31939510765438,MCC 5814,0
1926,DIMIIC-FSR0-XOHF70,2020-06-06 19:26:00,Kenneth Cook,4512469211903729,visa,Domino's Pizza,Fast Food,Nevada,Henderson,Declined,13.335374884926727,MCC 5814,1
1927,QNHG16-Y7KU-UQRF4J,2021-06-03 17:49:00,Ryan Herrera,4244205707851799,visa,Domino's Pizza,Fast Food,Mississippi,Jackson,Declined,10.657527599861528,MCC 5814,0
1928,XPX1YF-D1YA-KAIVF4,2018-12-26 20:18:00,Heidi Fischer,4675755697217060,visa,Chipotle,Fast Food,Oregon,Portland,Pending,10.121015938173052,MCC 5814,0
1929,N794E3-NC1D-T8QPDP,2022-05-27 09:31:00,Mr. Marcus Reid,4317945341202709,visa,McDonald's,Fast Food,Pennsylvania,Pittsburgh,Pending,14.21911812982583,MCC 5814,1
1930,2YCBTK-AVX9-A4ZJUE,2020-03-01 07:52:00,John Brock Jr.,4086646796772969,visa,Chipotle,Fast Food,Tennessee,Nashville,Declined,7.493760021097709,MCC 5814,1
1931,C0MK3C-53CK-MJU5PL,2022-04-29 13:26:00,William Neal,4549903648301104,visa,Five Guys,Fast Food,West Virginia,Charleston,Declined,13.82445194099178,MCC 5814,0
1932,MB8QH1-0DJ7-DCJ38J,2023-01-23 21:21:00,Cheryl Nolan,4667091454572244,visa,Domino's Pizza,Fast Food,Mississippi,Jackson,Successful,48.96896000812533,MCC 5814,0
1933,MMF204-U228-3C2BKY,2019-11-14 07:23:00,Gina Harris,4434620333063637,visa,Chipotle,Fast Food,Washington,Spokane,Pending,30.115406089424425,MCC 5814,0
1934,TIGCA2-JYLD-K1F31E,2023-03-17 07:54:00,Caroline Mann,4456564501498436,visa,Domino's Pizza,Fast Food,New Hampshire,Nashua,Pending,3.0788270523317216,MCC 5814,0
1935,MFLWXJ-OB2D-D5TR2U,2021-11-26 23:39:00,Rebecca Riggs,4093551486237144,visa,Subway,Fast Food,Mississippi,Gulfport,Pending,29.261961415929832,MCC 5814,0
1936,ZT9SOE-R9RX-DSASG5,2021-11-30 23:29:00,Tina Dorsey,4313971552525350,visa,Subway,Fast Food,Georgia,Augusta,Successful,0.0646320463445679,MCC 5814,0
1938,S1021F-AULE-1J18DH,2023-02-24 14:31:00,Daniel Wheeler,4990566896639824,visa,McDonald's,Fast Food,Missouri,Kansas City,Pending,35.12291115908432,MCC 5814,0
1940,BSI4DV-PMEH-OVEZUB,2018-08-19 20:51:00,Maria Greer,4572084157878319,visa,Five Guys,Fast Food,Idaho,Boise City,Successful,6.756586739244932,MCC 5814,0
1941,JI77LD-Z9DJ-TCCMML,2020-02-09 09:37:00,Vicki Moore,4407780008139022,visa,Five Guys,Fast Food,New Hampshire,Manchester,Pending,4.539813397397429,MCC 5814,0
1942,JATSLF-DPBN-2DTU8U,2020-06-14 22:04:00,Benjamin Wallace,4722408060384801,visa,Five Guys,Fast Food,Montana,Billings,Declined,3.99706950000792,MCC 5814,0
1943,NFOION-D6Q8-XAGDLP,2021-07-02 09:42:00,Timothy Green,4643179090915452,visa,Five Guys,Fast Food,Indiana,Fort Wayne,Declined,4.276807072861261,MCC 5814,0
1944,TD3UUU-1VKD-8OJHDE,2020-10-28 14:18:00,Robert Solomon,4467191408651193,visa,Domino's Pizza,Fast Food,New Jersey,Jersey City,Successful,5.186651544127574,MCC 5814,0
1945,KBF0F7-13KB-RX6OTT,2021-08-22 07:59:00,Joseph Burke,4437981191497458,visa,Domino's Pizza,Fast Food,South Carolina,North Charleston,Pending,37.37053479777045,MCC 5814,0
1946,3VG7H5-VXGG-HURAZT,2023-01-21 17:19:00,Jacob Henderson,4246485495568502,visa,Chipotle,Fast Food,Georgia,Atlanta,Successful,18.358732764174515,MCC 5814,0
1947,DFT92K-WVHW-YUYHZP,2018-02-07 14:30:00,Teresa Avila,4109287290840896,visa,Domino's Pizza,Fast Food,Virginia,Virginia Beach,Declined,14.544901894897103,MCC 5814,0
1948,UN5E1J-KTKA-ID4I3J,2019-10-23 15:52:00,Michelle Savage,4802567996641171,visa,McDonald's,Fast Food,Florida,Jacksonville,Declined,5.254777885266372,MCC 5814,0
1949,2EKTE1-4F4G-JP27PL,2018-02-28 12:38:00,Thomas Jenkins,4373432917469658,visa,Subway,Fast Food,Arkansas,Little Rock,Pending,20.284528317113253,MCC 5814,0
1950,LVY4Q8-8Y53-NS0VX4,2022-06-05 21:45:00,Brent Dixon,4683853221861576,visa,Subway,Fast Food,Maryland,Baltimore,Declined,6.672875064483518,MCC 5814,0
1951,8LBODY-9SC2-UAWOEO,2020-04-01 16:23:00,Amy Ford,4014802193810418,visa,Chipotle,Fast Food,New Hampshire,Nashua,Declined,0.3240507702599729,MCC 5814,0
1952,AGOY0W-UD75-6Q7TLI,2021-04-04 07:57:00,Linda Moore,4594657487744063,visa,Five Guys,Fast Food,Vermont,Burlington,Declined,0.4803202170710938,MCC 5814,0
1953,IGIC1H-YU8R-RVG3S1,2018-09-02 20:03:00,Brittany Franklin,4950696218928395,visa,McDonald's,Fast Food,Maryland,Baltimore,Successful,26.517342274484925,MCC 5814,0
1954,DVHWPW-2P3R-TPODAQ,2022-10-25 22:22:00,Kevin Lopez,4609537465506952,visa,Chipotle,Fast Food,Massachusetts,Boston,Successful,5.3880879858953055,MCC 5814,0
1955,JZQ9HX-XBDP-UD6O1O,2022-04-22 06:31:00,Beth Vazquez,4983023660128690,visa,Subway,Fast Food,Hawaii,Honolulu,Pending,2.45418196170987,MCC 5814,0
1956,W7YAF8-N2IG-ZFSL04,2022-04-21 12:44:00,Tyler Hunt,4752018975600606,visa,Domino's Pizza,Fast Food,Idaho,Boise City,Pending,2.129464364053143,MCC 5814,0
1957,8INR5P-5X38-K7VGEY,2020-06-04 13:10:00,Shannon Chaney,4991930839493864,visa,Chipotle,Fast Food,Oklahoma,Tulsa,Pending,7.754806765647237,MCC 5814,0
1958,KL90ZY-D1G6-SWPJ13,2019-04-08 23:50:00,Dawn Davis,4766396997726284,visa,Domino's Pizza,Fast Food,Wisconsin,Milwaukee,Pending,16.056994132011024,MCC 5814,0
1959,SRI9CX-4CIK-RNTBGV,2021-10-04 05:08:00,Maria Elliott,4673447121042296,visa,McDonald's,Fast Food,Connecticut,New Haven,Pending,12.29168787457422,MCC 5814,0
1960,BFQYFG-7E32-80RC2O,2018-11-22 16:09:00,Natalie Briggs,4823538978848659,visa,Five Guys,Fast Food,Tennessee,Nashville,Declined,25.13013179280501,MCC 5814,1
1961,W5IKO9-9DYZ-MQRSPI,2018-10-18 18:00:00,David Berry,4196031928891788,visa,Domino's Pizza,Fast Food,Oklahoma,Tulsa,Successful,36.66930102172546,MCC 5814,0
1962,3VDFE7-TA83-YZMQDB,2019-02-06 11:29:00,Douglas Nelson,4947539470390472,visa,Five Guys,Fast Food,Missouri,Springfield,Successful,30.38902753185711,MCC 5814,0
1963,B0TMZ3-NSOG-LUT51Z,2020-01-27 20:31:00,Nathaniel Rodriguez,4249770038799087,visa,McDonald's,Fast Food,Louisiana,New Orleans,Declined,6.02816590361776,MCC 5814,0
1964,V0EBP3-QZC1-3YREJY,2020-05-05 10:20:00,Vanessa Jones,4678684532714080,visa,Domino's Pizza,Fast Food,Hawaii,Pearl City,Declined,5.72203426969922,MCC 5814,0
1965,S64ZLE-ZFN4-47GUHK,2023-04-08 23:28:00,Carrie King,4419741321703007,visa,Domino's Pizza,Fast Food,Virginia,Norfolk,Declined,9.74737480531254,MCC 5814,0
1966,VOIPYJ-SARG-A92T07,2022-10-11 23:48:00,Dawn Guzman,4344632564301460,visa,Domino's Pizza,Fast Food,Kansas,Wichita,Successful,34.566048626801084,MCC 5814,1
1967,2SHUG8-CLT1-N4C0HK,2018-10-28 16:40:00,Barry Wiggins,4739143801353317,visa,McDonald's,Fast Food,Indiana,Fort Wayne,Successful,23.87516525726157,MCC 5814,0
1968,WDIKYT-NLD1-2SZY2F,2021-04-20 09:34:00,Danielle Nielsen,4147093316065987,visa,Subway,Fast Food,Florida,Miami,Pending,8.920649763945493,MCC 5814,0
1969,0JISMI-JLXE-S4FSLQ,2021-11-14 22:12:00,April Hoffman,4821328559696038,visa,Five Guys,Fast Food,Missouri,Kansas City,Successful,4.535620353457025,MCC 5814,0
1971,BGI1IG-3KV7-JCALUC,2022-07-15 08:22:00,Desiree Andrews,4560572893034373,visa,McDonald's,Fast Food,Wyoming,Cheyenne,Pending,8.84708022434166,MCC 5814,0
1972,VWU1P7-SX5G-90WJS3,2023-08-21 15:54:00,Christine Williams,4731390160928662,visa,McDonald's,Fast Food,Illinois,Chicago,Successful,6.177576936623658,MCC 5814,0
1973,78GYTP-H809-KQFLGX,2019-10-10 13:11:00,Robin Campos,4767508286945628,visa,McDonald's,Fast Food,Kentucky,Lexington,Pending,5.467458427431246,MCC 5814,0
1974,SF38OE-8LFS-2R3PV7,2021-09-08 19:24:00,Eric Jones,4259332149775840,visa,Domino's Pizza,Fast Food,Missouri,Kansas City,Pending,2.0599585075029863,MCC 5814,0
1975,CC4YID-CGYT-ZBVNTN,2018-08-24 12:48:00,Stephanie Williams,4638117823748375,visa,Subway,Fast Food,Arizona,Phoenix,Successful,48.83216046879553,MCC 5814,0
1976,8PVL85-6I2D-96ZN6V,2023-08-03 07:16:00,Amber Hernandez,4996440805484421,visa,McDonald's,Fast Food,Vermont,Essex,Successful,0.0678953627023571,MCC 5814,0
1977,C15EX5-PKBX-GYA0M0,2023-07-28 05:17:00,Terry Robbins,4975219880924161,visa,Domino's Pizza,Fast Food,West Virginia,Charleston,Successful,45.94734512202204,MCC 5814,0
1978,1DCY7O-P9AJ-E7RAHW,2019-04-19 08:07:00,Frank Vasquez,4716647480871321,visa,Domino's Pizza,Fast Food,West Virginia,Huntington,Pending,0.4549819626149193,MCC 5814,0
1979,DW7PQE-9KS1-HUC2ZD,2020-07-13 15:57:00,Jeremy Watkins,4457806406771840,visa,McDonald's,Fast Food,North Carolina,Charlotte,Successful,14.124896805502097,MCC 5814,0
1980,OE1WUQ-PCML-FR7H98,2022-11-05 19:19:00,Mark Johnson,4064027327148761,visa,McDonald's,Fast Food,Minnesota,Minneapolis,Successful,6.359603130968456,MCC 5814,0
1981,BQN9KO-K3XE-PIY8RL,2021-04-04 23:07:00,Jason Oliver,4169880692323565,visa,Domino's Pizza,Fast Food,Hawaii,Honolulu,Pending,16.80258533784618,MCC 5814,0
1982,G4MF56-52ZJ-TYYOO6,2018-05-08 06:26:00,John Rodriguez,4402799641238723,visa,McDonald's,Fast Food,California,Los Angeles,Declined,31.95,MCC 5814,1
1985,46NYLG-AQX3-MSDCBZ,2019-05-09 23:07:00,Andrew Gonzalez,4317646255911984,visa,Domino's Pizza,Fast Food,Alaska,Fairbanks,Pending,12.645344313259754,MCC 5814,0
1986,4N18VS-IYLH-PJWMDJ,2021-09-26 18:34:00,Rachel Davis,4849615304563762,visa,Five Guys,Fast Food,Rhode Island,Warwick,Successful,7.238974814433428,MCC 5814,0
1987,KOT0CR-1M10-T8HYB7,2019-04-28 20:02:00,Thomas Hawkins,4999893183509630,visa,Five Guys,Fast Food,Utah,Salt Lake City,Pending,2.861882458506624,MCC 5814,0
1988,AH5RFI-Y2W4-8LI101,2023-04-25 13:55:00,Allison Duncan,4917676653073206,visa,Five Guys,Fast Food,Missouri,Kansas City,Pending,2.072330630671172,MCC 5814,1
